,Country,Code,Year,Population (historical estimates),"Indicator:Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%) - Sex:Both sexes",Schizophrenia disorders (share of population) - Sex: Both - Age: Age-standardized,Depressive disorders (share of population) - Sex: Both - Age: Age-standardized,Anxiety disorders (share of population) - Sex: Both - Age: Age-standardized,Bipolar disorders (share of population) - Sex: Both - Age: Age-standardized,Eating disorders (share of population) - Sex: Both - Age: Age-standardized,headcount_ratio_upper_mid_income_povline,headcount_ratio_1000
5488,Poland,POL,2010,38597356.0,22.5,0.2915458,2.1246493,3.1186213,0.55099785,0.16522764,2.86327052466623,14.200528272976708
5489,Poland,POL,2010,38597356.0,22.5,0.2915458,2.1246493,3.1186213,0.55099785,0.16522764,7.1584150789298,23.042759575584228
5490,Poland,POL,2010,38597356.0,22.5,0.2915458,2.1246493,3.1186213,0.55099785,0.16522764,4.122804576710419,11.41050813709336
5491,Poland,POL,2011,38620848.0,22.9,0.291965,2.1224542,3.1162906,0.55096006,0.16778192,4.40363483272275,28.08793039682922
5492,Poland,POL,2011,38620848.0,22.9,0.291965,2.1224542,3.1162906,0.55096006,0.16778192,2.846479293149,13.83288906141521
5493,Poland,POL,2011,38620848.0,22.9,0.291965,2.1224542,3.1162906,0.55096006,0.16778192,7.5525194842803,23.32268819479934
5494,Poland,POL,2011,38620848.0,22.9,0.291965,2.1224542,3.1162906,0.55096006,0.16778192,3.98471179430202,11.53258070620116
5495,Poland,POL,2012,38625872.0,23.4,0.2925741,2.118935,3.1121585,0.5509217,0.17050603,4.34918921704279,27.7238654151714
5496,Poland,POL,2012,38625872.0,23.4,0.2925741,2.118935,3.1121585,0.5509217,0.17050603,2.84887670925043,14.1847607029788
5497,Poland,POL,2012,38625872.0,23.4,0.2925741,2.118935,3.1121585,0.5509217,0.17050603,7.162656201417771,23.04235821746038
5498,Poland,POL,2012,38625872.0,23.4,0.2925741,2.118935,3.1121585,0.5509217,0.17050603,4.30393705020252,11.80160362207575
5499,Poland,POL,2013,38607352.0,24.0,0.29323727,2.1157718,3.1070929,0.55088454,0.1731666,4.20769841653268,27.26287081570964
5500,Poland,POL,2013,38607352.0,24.0,0.29323727,2.1157718,3.1070929,0.55088454,0.1731666,2.79153965510161,13.488433735137969
5501,Poland,POL,2013,38607352.0,24.0,0.29323727,2.1157718,3.1070929,0.55088454,0.1731666,7.18249542909639,22.98536799710084
5502,Poland,POL,2013,38607352.0,24.0,0.29323727,2.1157718,3.1070929,0.55088454,0.1731666,3.88354669303805,11.24496481117441
5503,Poland,POL,2014,38581880.0,24.5,0.29381895,2.11352,3.1019056,0.55084735,0.17553602,3.83241413135738,26.190650300161312
5504,Poland,POL,2014,38581880.0,24.5,0.29381895,2.11352,3.1019056,0.55084735,0.17553602,2.67699545395739,12.40392863998414
5505,Poland,POL,2014,38581880.0,24.5,0.29381895,2.11352,3.1019056,0.55084735,0.17553602,6.77392562447765,21.90441169842305
5506,Poland,POL,2014,38581880.0,24.5,0.29381895,2.11352,3.1019056,0.55084735,0.17553602,3.84962574741072,10.12667910555994
5507,Poland,POL,2015,38553148.0,25.0,0.29418284,2.1118062,3.0975196,0.5508126,0.17776369,3.26942359286012,24.49023540190554
5508,Poland,POL,2015,38553148.0,25.0,0.29418284,2.1118062,3.0975196,0.5508126,0.17776369,2.45769803654887,9.90574140351498
5509,Poland,POL,2015,38553148.0,25.0,0.29418284,2.1118062,3.0975196,0.5508126,0.17776369,6.04954672388361,20.08856918129338
5510,Poland,POL,2015,38553148.0,25.0,0.29418284,2.1118062,3.0975196,0.5508126,0.17776369,3.37584231640493,8.023962787346289
5511,Poland,POL,2016,38532108.0,25.6,0.29407313,2.1114995,3.0851579,0.5507802,0.18004344,1.88077984122054,20.21368488101803
5512,Poland,POL,2016,38532108.0,25.6,0.29407313,2.1114995,3.0851579,0.5507802,0.18004344,1.6481146484552698,6.67718560470052
5513,Poland,POL,2016,38532108.0,25.6,0.29407313,2.1114995,3.0851579,0.5507802,0.18004344,3.8542885659756094,16.172044645009432
5514,Poland,POL,2016,38532108.0,25.6,0.29407313,2.1114995,3.0851579,0.5507802,0.18004344,2.35279819752754,5.44710158046
5528,Portugal,PRT,2003,10473345.0,16.1,0.26924005,5.0438786,7.8914094,0.87390006,0.39147484,3.13880854462934,12.97286967525359
5529,Portugal,PRT,2003,10473345.0,16.1,0.26924005,5.0438786,7.8914094,0.87390006,0.39147484,4.00967120322078,10.6013326089307
5530,Portugal,PRT,2004,10501523.0,16.6,0.26892865,4.92649,7.90544,0.8727154,0.3933084,2.70868558455388,11.89884549787468
5531,Portugal,PRT,2004,10501523.0,16.6,0.26892865,4.92649,7.90544,0.8727154,0.3933084,3.2764219415286497,9.57640379453158
5532,Portugal,PRT,2005,10523314.0,17.1,0.26875818,4.869705,7.9147243,0.8722635,0.39508528,2.66589621924828,10.53931589613821
5533,Portugal,PRT,2005,10523314.0,17.1,0.26875818,4.869705,7.9147243,0.8722635,0.39508528,3.2512948196390905,8.326319211847261
5534,Portugal,PRT,2006,10543946.0,17.7,0.26872262,4.8595424,7.927827,0.8723413,0.39723727,2.04487698702175,10.25069068877755
5535,Portugal,PRT,2006,10543946.0,17.7,0.26872262,4.8595424,7.927827,0.8723413,0.39723727,2.97421755405261,8.40900003708292
5536,Portugal,PRT,2007,10565547.0,18.2,0.26873258,4.85206,7.950923,0.872435,0.39865035,1.6412473608613702,8.95773714009399
5537,Portugal,PRT,2007,10565547.0,18.2,0.26873258,4.85206,7.950923,0.872435,0.39865035,2.24881608963446,6.95821604211146
5538,Portugal,PRT,2008,10580963.0,18.8,0.2687631,4.846215,7.9762425,0.8725344,0.40079522,2.0665187556847298,9.176452830728191
5539,Portugal,PRT,2008,10580963.0,18.8,0.2687631,4.846215,7.9762425,0.8725344,0.40079522,2.9408908077001703,7.3676330520953695
5540,Portugal,PRT,2009,10591341.0,19.3,0.26878792,4.840737,7.9960637,0.8726382,0.40315774,1.5234472910574,8.221332960994621
5541,Portugal,PRT,2009,10591341.0,19.3,0.26878792,4.840737,7.9960637,0.8726382,0.40315774,2.26703485834042,6.16044367962044
5542,Portugal,PRT,2010,10588401.0,19.9,0.26878256,4.828421,8.002524,0.8727376,0.40458274,1.93308772700535,9.31662730909849
5543,Portugal,PRT,2010,10588401.0,19.9,0.26878256,4.828421,8.002524,0.8727376,0.40458274,2.5824877251897,6.758551526624119
5544,Portugal,PRT,2011,10564820.0,20.4,0.26870367,4.764278,7.9884386,0.87282634,0.40570438,2.55802662224954,10.32843263113991
5545,Portugal,PRT,2011,10564820.0,20.4,0.26870367,4.764278,7.9884386,0.87282634,0.40570438,3.68647740824603,8.495061081382369
5546,Portugal,PRT,2012,10522085.0,21.0,0.26856288,4.635066,7.959323,0.8728997,0.40678427,4.44677882122608,12.81162870321425
5547,Portugal,PRT,2012,10522085.0,21.0,0.26856288,4.635066,7.959323,0.8728997,0.40678427,5.5330686093356,10.73601956818681
5548,Portugal,PRT,2013,10464537.0,21.5,0.26840907,4.482408,7.925675,0.8729597,0.40834382,4.40274365060688,13.783600581654651
5549,Portugal,PRT,2013,10464537.0,21.5,0.26840907,4.482408,7.925675,0.8729597,0.40834382,5.4187371565438704,11.20389901921787
5550,Portugal,PRT,2014,10408379.0,22.1,0.26828983,4.353216,7.8983483,0.87300664,0.40972131,3.53152534430201,12.76176062788974
5551,Portugal,PRT,2014,10408379.0,22.1,0.26828983,4.353216,7.8983483,0.87300664,0.40972131,4.69614508247784,10.67973494852141
5552,Portugal,PRT,2015,10365436.0,22.7,0.26825646,4.29289,7.8879485,0.8730353,0.41112322,2.7963168595344703,11.19740930571314
5553,Portugal,PRT,2015,10365436.0,22.7,0.26825646,4.29289,7.8879485,0.8730353,0.41112322,3.62303732624128,8.85683799792951
5554,Portugal,PRT,2016,10332751.0,23.2,0.2687009,4.329962,7.933356,0.8730472,0.4146451,2.66285060074669,9.91959849235333
5555,Portugal,PRT,2016,10332751.0,23.2,0.2687009,4.329962,7.933356,0.8730472,0.4146451,3.56262698805635,8.369779022033109
5585,Romania,ROU,1992,22800964.0,14.3,0.28171426,2.702762,3.2821374,0.6380344,0.12793978,13.37402587890624,54.56840173924251
5586,Romania,ROU,1992,22800964.0,14.3,0.28171426,2.702762,3.2821374,0.6380344,0.12793978,20.391665039062488,47.5736510854318
5588,Romania,ROU,1994,22632776.0,15.0,0.28121513,2.69302,3.2845418,0.6380507,0.12481026,77.02146207975319,96.29740873460386
5589,Romania,ROU,1994,22632776.0,15.0,0.28121513,2.69302,3.2845418,0.6380507,0.12481026,84.62504117773815,95.2241934219708
5590,Romania,ROU,1995,22533138.0,15.4,0.28110325,2.6906297,3.2847672,0.6380648,0.12411408,29.74911923484044,73.74846598099492
5591,Romania,ROU,1995,22533138.0,15.4,0.28110325,2.6906297,3.2847672,0.6380648,0.12411408,39.24763852690573,67.99862634947728
5593,Romania,ROU,1997,22289540.0,16.0,0.28109625,2.691261,3.2614338,0.63811123,0.123426154,34.49676744210929,79.49949403308227
5594,Romania,ROU,1997,22289540.0,16.0,0.28109625,2.691261,3.2614338,0.63811123,0.123426154,45.249218144292406,74.74696775183115
5595,Romania,ROU,1998,22161240.0,16.3,0.28115016,2.6915638,3.241797,0.638132,0.12330278,34.472401319352905,76.35503728618116
5596,Romania,ROU,1998,22161240.0,16.3,0.28115016,2.6915638,3.241797,0.638132,0.12330278,44.4917487108026,71.42553634605436
5597,Romania,ROU,1999,22039006.0,16.6,0.28122082,2.6908066,3.225392,0.63813543,0.12283645,62.178652630542345,93.21466367442792
5598,Romania,ROU,1999,22039006.0,16.6,0.28122082,2.6908066,3.225392,0.63813543,0.12283645,72.61878445517661,91.29971503546784
5599,Romania,ROU,2000,21919882.0,17.0,0.28128952,2.6903744,3.2188354,0.63812506,0.12290316,64.96574787614836,94.1221864330569
5600,Romania,ROU,2000,21919882.0,17.0,0.28128952,2.6903744,3.2188354,0.63812506,0.12290316,74.94026135007178,92.25878821472848
5601,Romania,ROU,2001,21797588.0,17.3,0.28139246,2.689418,3.2213411,0.63811284,0.123538464,57.01264568355954,91.46158095649504
5602,Romania,ROU,2001,21797588.0,17.3,0.28139246,2.689418,3.2213411,0.63811284,0.123538464,67.89185139980188,88.86176056938095
5603,Romania,ROU,2002,21653530.0,17.6,0.28156507,2.6887438,3.226113,0.63809085,0.12506586,54.66196926934737,90.32263154265128
5604,Romania,ROU,2002,21653530.0,17.6,0.28156507,2.6887438,3.226113,0.63809085,0.12506586,65.83533851579237,87.5103084804321
5605,Romania,ROU,2003,21481322.0,18.0,0.28178456,2.6864638,3.2315843,0.6380626,0.12718211,50.359522813197565,88.08377341799117
5606,Romania,ROU,2003,21481322.0,18.0,0.28178456,2.6864638,3.2315843,0.6380626,0.12718211,61.55843524319381,85.00431602014203
5607,Romania,ROU,2004,21289292.0,18.3,0.28202984,2.683977,3.2360575,0.63802224,0.12918134,42.27370510933459,83.19344540588473
5608,Romania,ROU,2004,21289292.0,18.3,0.28202984,2.683977,3.2360575,0.63802224,0.12918134,53.14091244730489,79.10552012326806
5609,Romania,ROU,2005,21092264.0,18.7,0.28227752,2.6805084,3.2378204,0.6379673,0.13112709,37.92095265906952,80.75986907752201
5610,Romania,ROU,2005,21092264.0,18.7,0.28227752,2.6805084,3.2378204,0.6379673,0.13112709,48.814592367980495,76.51475048088744
5611,Romania,ROU,2006,20909406.0,19.1,0.28269592,2.674843,3.2367566,0.6379019,0.13321528,37.46829488160823,79.14454652848903
5612,Romania,ROU,2006,20909406.0,19.1,0.28269592,2.674843,3.2367566,0.6379019,0.13321528,35.160288006998044,69.78622520638092
5613,Romania,ROU,2006,20909406.0,19.1,0.28269592,2.674843,3.2367566,0.6379019,0.13321528,47.69865533149375,74.82407794607629
5614,Romania,ROU,2006,20909406.0,19.1,0.28269592,2.674843,3.2367566,0.6379019,0.13321528,42.21462572757684,64.85504233345968
5615,Romania,ROU,2007,20744226.0,19.6,0.28336957,2.6673124,3.2342188,0.63782734,0.13589096,30.45672046471577,74.2137397986554
5616,Romania,ROU,2007,20744226.0,19.6,0.28336957,2.6673124,3.2342188,0.63782734,0.13589096,29.49244722251928,63.273138128690064
5617,Romania,ROU,2007,20744226.0,19.6,0.28336957,2.6673124,3.2342188,0.63782734,0.13589096,40.71335822530404,69.29323962991135
5618,Romania,ROU,2007,20744226.0,19.6,0.28336957,2.6673124,3.2342188,0.63782734,0.13589096,36.20408205644028,58.398112298379935
5619,Romania,ROU,2008,20597516.0,20.0,0.2841463,2.6572752,3.231349,0.6377617,0.13860935,20.11010518312637,61.62248816770251
5620,Romania,ROU,2008,20597516.0,20.0,0.2841463,2.6572752,3.231349,0.6377617,0.13860935,22.82860940873633,55.44289911078246
5621,Romania,ROU,2008,20597516.0,20.0,0.2841463,2.6572752,3.231349,0.6377617,0.13860935,28.427083454447573,55.78633003340477
5622,Romania,ROU,2008,20597516.0,20.0,0.2841463,2.6572752,3.231349,0.6377617,0.13860935,29.360281832470804,50.36948189597816
5623,Romania,ROU,2009,20466318.0,20.5,0.2848791,2.6527238,3.2289662,0.6376991,0.14093602,17.67589496653401,59.73337938593064
5624,Romania,ROU,2009,20466318.0,20.5,0.2848791,2.6527238,3.2289662,0.6376991,0.14093602,21.69740151951655,53.09954020168895
5625,Romania,ROU,2009,20466318.0,20.5,0.2848791,2.6527238,3.2289662,0.6376991,0.14093602,25.45503155614595,53.42081057246416
5626,Romania,ROU,2009,20466318.0,20.5,0.2848791,2.6527238,3.2289662,0.6376991,0.14093602,27.656986937383586,48.50076605439561
5627,Romania,ROU,2010,20335212.0,21.0,0.28542027,2.6463637,3.2278728,0.63763493,0.14323983,19.86316661640953,62.59826565195474
5628,Romania,ROU,2010,20335212.0,21.0,0.28542027,2.6463637,3.2278728,0.63763493,0.14323983,23.80446769877415,55.29177948717564
5629,Romania,ROU,2010,20335212.0,21.0,0.28542027,2.6463637,3.2278728,0.63763493,0.14323983,28.1282066640813,56.553627731435455
5630,Romania,ROU,2010,20335212.0,21.0,0.28542027,2.6463637,3.2278728,0.63763493,0.14323983,29.574517939483503,50.22874288285669
5631,Romania,ROU,2011,20220286.0,21.5,0.28587744,2.6454294,3.2354736,0.6375818,0.14535205,19.71822911911148,63.73146676007077
5632,Romania,ROU,2011,20220286.0,21.5,0.28587744,2.6454294,3.2354736,0.6375818,0.14535205,27.45804162684329,58.79174076937496
5633,Romania,ROU,2011,20220286.0,21.5,0.28587744,2.6454294,3.2354736,0.6375818,0.14535205,28.328680272409663,57.50019056141294
5634,Romania,ROU,2011,20220286.0,21.5,0.28587744,2.6454294,3.2354736,0.6375818,0.14535205,33.469668430939734,54.887915632335705
5635,Romania,ROU,2012,20137112.0,22.1,0.28641093,2.64365,3.2531416,0.6375242,0.1474501,18.895971839112168,62.5843106079533
5636,Romania,ROU,2012,20137112.0,22.1,0.28641093,2.64365,3.2531416,0.6375242,0.1474501,27.3381332043618,58.452759264061925
5637,Romania,ROU,2012,20137112.0,22.1,0.28641093,2.64365,3.2531416,0.6375242,0.1474501,26.990834396708458,56.42768152066861
5638,Romania,ROU,2012,20137112.0,22.1,0.28641093,2.64365,3.2531416,0.6375242,0.1474501,33.59840177116816,54.251217708021535
5639,Romania,ROU,2013,20066550.0,22.7,0.2869477,2.6421728,3.2734997,0.6374616,0.14925551,18.6854663040883,61.88999377775987
5640,Romania,ROU,2013,20066550.0,22.7,0.2869477,2.6421728,3.2734997,0.6374616,0.14925551,27.69253703500866,57.26890594949633
5641,Romania,ROU,2013,20066550.0,22.7,0.2869477,2.6421728,3.2734997,0.6374616,0.14925551,26.81394864044072,55.337657537858895
5642,Romania,ROU,2013,20066550.0,22.7,0.2869477,2.6421728,3.2734997,0.6374616,0.14925551,32.80394240944421,53.355252414029096
5643,Romania,ROU,2014,19995836.0,23.3,0.28741324,2.6415224,3.2895129,0.63741404,0.15123485,25.54624295049819,53.83111900029203
5644,Romania,ROU,2014,19995836.0,23.3,0.28741324,2.6415224,3.2895129,0.63741404,0.15123485,29.73748766018009,49.23623480654033
5645,Romania,ROU,2015,19906078.0,23.9,0.28773344,2.640764,3.2939792,0.63739026,0.1526677,22.94740095040875,49.52290164633652
5646,Romania,ROU,2015,19906078.0,23.9,0.28773344,2.640764,3.2939792,0.63739026,0.1526677,27.358974212494854,45.06814584318565
5647,Romania,ROU,2016,19797820.0,24.5,0.28795123,2.64304,3.2813609,0.63735974,0.15514188,14.15745631206512,50.82045925427594
5648,Romania,ROU,2016,19797820.0,24.5,0.28795123,2.64304,3.2813609,0.63735974,0.15514188,17.36344339774426,41.371139001008
5649,Romania,ROU,2016,19797820.0,24.5,0.28795123,2.64304,3.2813609,0.63735974,0.15514188,20.30848521222845,44.847436410420535
5650,Romania,ROU,2016,19797820.0,24.5,0.28795123,2.64304,3.2813609,0.63735974,0.15514188,21.79057611349896,37.83953254665252
5654,Russia,RUS,1993,148897280.0,19.2,0.27908698,3.2835665,3.1666431,0.51385534,0.1452625,30.47723089335529,59.17104925601608
5655,Russia,RUS,1993,148897280.0,19.2,0.27908698,3.2835665,3.1666431,0.51385534,0.1452625,33.933106815053634,52.14246041181505
5658,Russia,RUS,1996,148233408.0,19.8,0.27784434,3.3023443,3.1651385,0.51398164,0.13750836,30.18616302132885,59.07307024860776
5659,Russia,RUS,1996,148233408.0,19.8,0.27784434,3.3023443,3.1651385,0.51398164,0.13750836,33.58613479632572,51.883773271067454
5660,Russia,RUS,1997,147939968.0,20.0,0.27710232,3.299733,3.1628475,0.5139812,0.13394268,25.95523617881554,60.34441173348735
5661,Russia,RUS,1997,147939968.0,20.0,0.27710232,3.299733,3.1628475,0.5139812,0.13394268,29.95842394894936,51.79996768451284
5662,Russia,RUS,1998,147672720.0,20.2,0.27631456,3.2938154,3.1605256,0.5139921,0.13069005,31.55740499840013,65.10224424423375
5663,Russia,RUS,1998,147672720.0,20.2,0.27631456,3.2938154,3.1605256,0.5139921,0.13069005,35.95453515404381,57.48555607665221
5664,Russia,RUS,1999,147336384.0,20.3,0.27568105,3.2857587,3.15852,0.5140139,0.12819597,43.42559223800893,75.61223933203044
5665,Russia,RUS,1999,147336384.0,20.3,0.27568105,3.2857587,3.15852,0.5140139,0.12819597,48.08974961259398,68.98109949749082
5666,Russia,RUS,2000,146844848.0,20.5,0.27540407,3.277789,3.1574104,0.5140496,0.12728167,37.8790142529654,71.59683396308924
5667,Russia,RUS,2000,146844848.0,20.5,0.27540407,3.277789,3.1574104,0.5140496,0.12728167,42.63297863489566,64.52619536288505
5668,Russia,RUS,2001,146235520.0,20.7,0.2754816,3.265066,3.1562889,0.5140805,0.12772863,31.13295348192051,66.26115746454006
5669,Russia,RUS,2001,146235520.0,20.7,0.2754816,3.265066,3.1562889,0.5140805,0.12772863,35.80648838031426,58.28787383051896
5670,Russia,RUS,2002,145590144.0,20.9,0.27572984,3.2450867,3.154534,0.514101,0.12883452,26.24042586664952,61.15498493625572
5671,Russia,RUS,2002,145590144.0,20.9,0.27572984,3.2450867,3.154534,0.514101,0.12883452,30.6589160525008,53.24750001579051
5672,Russia,RUS,2003,144946720.0,21.1,0.27607042,3.2212381,3.1530912,0.5141444,0.13043448,24.73113659129821,57.81005081109332
5673,Russia,RUS,2003,144946720.0,21.1,0.27607042,3.2212381,3.1530912,0.5141444,0.13043448,28.85422150217245,49.86541449019748
5674,Russia,RUS,2004,144353648.0,21.4,0.27643642,3.1969006,3.151803,0.5141915,0.1321789,21.77987361838447,53.387207503286994
5675,Russia,RUS,2004,144353648.0,21.4,0.27643642,3.1969006,3.151803,0.5141915,0.1321789,25.62367483615307,45.94746081845279
5676,Russia,RUS,2005,143800048.0,21.6,0.27675995,3.1754677,3.1509013,0.5142374,0.13393264,18.53298287775298,49.66530444145107
5677,Russia,RUS,2005,143800048.0,21.6,0.27675995,3.1754677,3.1509013,0.5142374,0.13393264,22.04516580217617,41.774666993864464
5678,Russia,RUS,2006,143338672.0,21.9,0.27717954,3.1515152,3.1494207,0.5142662,0.13595243,15.255569770583142,44.08103192636616
5679,Russia,RUS,2006,143338672.0,21.9,0.27717954,3.1515152,3.1494207,0.5142662,0.13595243,18.44594901270293,36.46180598486382
5680,Russia,RUS,2007,143117680.0,22.2,0.27780312,3.1209452,3.146745,0.5142661,0.13857396,11.15251864698059,37.55304307086731
5681,Russia,RUS,2007,143117680.0,22.2,0.27780312,3.1209452,3.146745,0.5142661,0.13857396,13.747212958317482,29.99120316379732
5682,Russia,RUS,2008,143086544.0,22.5,0.27850685,3.0901327,3.144317,0.51427823,0.14136605,7.322326743661491,30.919843713116368
5683,Russia,RUS,2008,143086544.0,22.5,0.27850685,3.0901327,3.144317,0.51427823,0.14136605,9.435622606773029,23.75075090109085
5684,Russia,RUS,2009,143163648.0,22.8,0.27917835,3.0647538,3.1423109,0.5142891,0.14415579,6.962990010148711,31.10108013230671
5685,Russia,RUS,2009,143163648.0,22.8,0.27917835,3.0647538,3.1423109,0.5142891,0.14415579,9.04460845779714,23.91675957984578
5686,Russia,RUS,2010,143242592.0,23.2,0.27970508,3.0503109,3.1410604,0.51429087,0.14660911,5.554077602810921,27.12691420570184
5687,Russia,RUS,2010,143242592.0,23.2,0.27970508,3.0503109,3.1410604,0.51429087,0.14660911,7.18049596642406,20.16258720609038
5688,Russia,RUS,2011,143364544.0,23.5,0.28022552,3.0531652,3.1408744,0.51427937,0.14887266,4.67868992884456,24.92327878265016
5689,Russia,RUS,2011,143364544.0,23.5,0.28022552,3.0531652,3.1408744,0.51427937,0.14887266,6.23947343885284,18.22841142955909
5690,Russia,RUS,2012,143629360.0,23.9,0.2808793,3.0691469,3.1413288,0.51424986,0.15121071,4.29422815273364,23.38644162818186
5691,Russia,RUS,2012,143629360.0,23.9,0.2808793,3.0691469,3.1413288,0.51424986,0.15121071,5.55626213230439,16.74777582052056
5692,Russia,RUS,2013,143956864.0,24.4,0.28154734,3.0906923,3.142499,0.51423055,0.15350844,3.78695385026859,22.51583458209672
5693,Russia,RUS,2013,143956864.0,24.4,0.28154734,3.0906923,3.142499,0.51423055,0.15350844,4.97870515424695,15.85112592649858
5694,Russia,RUS,2014,144285072.0,24.8,0.2821191,3.1089082,3.1434622,0.5142143,0.15558718,3.63246337931242,21.80304947859771
5695,Russia,RUS,2014,144285072.0,24.8,0.2821191,3.1089082,3.1434622,0.5142143,0.15558718,2.46379106891199,9.39025151211828
5696,Russia,RUS,2014,144285072.0,24.8,0.2821191,3.1089082,3.1434622,0.5142143,0.15558718,4.74357047964014,15.264911590271147
5697,Russia,RUS,2014,144285072.0,24.8,0.2821191,3.1089082,3.1434622,0.5142143,0.15558718,3.06235592991926,7.08101623570603
5698,Russia,RUS,2015,144668384.0,25.2,0.28248546,3.1158228,3.143293,0.51419336,0.15740685,4.1021040537127496,23.79699504592104
5699,Russia,RUS,2015,144668384.0,25.2,0.28248546,3.1158228,3.143293,0.51419336,0.15740685,2.86009725113374,11.22857031755506
5700,Russia,RUS,2015,144668384.0,25.2,0.28248546,3.1158228,3.143293,0.51419336,0.15740685,5.536654302277,16.85088031623964
5701,Russia,RUS,2015,144668384.0,25.2,0.28248546,3.1158228,3.143293,0.51419336,0.15740685,3.48131082628019,8.42762212583287
5702,Russia,RUS,2016,145109152.0,25.7,0.28234234,3.1153,3.1418722,0.51416504,0.15927324,4.10409759963873,24.3418989885571
5703,Russia,RUS,2016,145109152.0,25.7,0.28234234,3.1153,3.1418722,0.51416504,0.15927324,2.85419904453039,11.92311934540561
5704,Russia,RUS,2016,145109152.0,25.7,0.28234234,3.1153,3.1418722,0.51416504,0.15927324,5.57731602345668,17.60396333183891
5705,Russia,RUS,2016,145109152.0,25.7,0.28234234,3.1153,3.1418722,0.51416504,0.15927324,3.54768181709082,8.74198680644412
5716,Rwanda,RWA,2000,8109994.0,1.7,0.20268035,5.7377887,3.5646775,0.5888569,0.072974205,95.9120261474792,98.50760171320108
5717,Rwanda,RWA,2000,8109994.0,1.7,0.20268035,5.7377887,3.5646775,0.5888569,0.072974205,96.00984973704824,97.71322045998208
5722,Rwanda,RWA,2005,9026297.0,2.4,0.20509996,5.458673,3.5692031,0.58882236,0.07646733,93.68208440688328,97.34284354463075
5723,Rwanda,RWA,2005,9026297.0,2.4,0.20509996,5.458673,3.5692031,0.58882236,0.07646733,93.89714308069712,96.4293957875026
5728,Rwanda,RWA,2010,10309032.0,3.3,0.20623882,5.102427,3.5575917,0.5887824,0.08173584,93.23744280839156,97.54715118786126
5729,Rwanda,RWA,2010,10309032.0,3.3,0.20623882,5.102427,3.5575917,0.5887824,0.08173584,93.42163403233609,96.50503444431284
5732,Rwanda,RWA,2013,11101352.0,4.0,0.2073204,5.0663123,3.5917466,0.58876705,0.08633738,92.59744510718636,97.56475040188064
5733,Rwanda,RWA,2013,11101352.0,4.0,0.2073204,5.0663123,3.5917466,0.58876705,0.08633738,92.87584237210464,96.2600860348813
5736,Rwanda,RWA,2016,11930902.0,4.8,0.20819739,5.058182,3.6499035,0.5887575,0.09075553,91.86673727913067,98.1348588812316
5737,Rwanda,RWA,2016,11930902.0,4.8,0.20819739,5.058182,3.6499035,0.5887575,0.09075553,92.18761979459453,96.83305297087502
5770,Saint Lucia,LCA,1995,152368.0,10.0,0.2743025,3.2174928,4.224385,0.9264383,0.20197088,85.32926281457188,95.9552719520728
5771,Saint Lucia,LCA,1995,152368.0,10.0,0.2743025,3.2174928,4.224385,0.9264383,0.20197088,89.62069816002341,95.45319063945595
5792,Saint Lucia,LCA,2016,176429.0,19.8,0.2769069,3.2485464,4.3061876,0.924466,0.21620734,19.88448748614433,41.20996441281139
5793,Saint Lucia,LCA,2016,176429.0,19.8,0.2769069,3.2485464,4.3061876,0.924466,0.21620734,25.343328860626567,39.71413569803395
5833,Samoa,WSM,2002,186645.0,35.7,0.28520492,2.8731291,3.9263356,0.27471468,0.08406527,36.642728130368056,71.92365000315569
5834,Samoa,WSM,2002,186645.0,35.7,0.28520492,2.8731291,3.9263356,0.27471468,0.08406527,46.68370366595151,68.18177823753294
5840,Samoa,WSM,2008,191791.0,40.3,0.2889641,2.8071675,3.944469,0.27469528,0.08944479,35.938284861733564,70.25182949894347
5841,Samoa,WSM,2008,191791.0,40.3,0.2889641,2.8071675,3.944469,0.27469528,0.08944479,44.25625596352971,66.54186895557484
5846,Samoa,WSM,2013,199952.0,43.6,0.28830728,2.788686,4.001183,0.27472052,0.091465935,33.90326857278886,71.54076596365725
5847,Samoa,WSM,2013,199952.0,43.6,0.28830728,2.788686,4.001183,0.27472052,0.091465935,43.2652401302932,67.4437015486997
5861,Sao Tome and Principe,STP,2000,143729.0,5.0,0.21951091,3.6708565,3.0609622,0.5650509,0.09669956,90.51705702737408,98.96182383633445
5862,Sao Tome and Principe,STP,2000,143729.0,5.0,0.21951091,3.6708565,3.0609622,0.5650509,0.09669956,87.00162898445456,95.92679221607392
5872,Sao Tome and Principe,STP,2010,182154.0,8.0,0.22032754,3.6246483,3.04587,0.56491137,0.10159035,92.7747786283846,99.08355203958554
5873,Sao Tome and Principe,STP,2010,182154.0,8.0,0.22032754,3.6246483,3.04587,0.56491137,0.10159035,90.2789097561052,96.9510720878756
5908,Senegal,SEN,1991,7754296.0,2.7,0.21523742,3.999169,2.8896232,0.5529081,0.09634733,93.7627830403682,97.94113443318663
5909,Senegal,SEN,1991,7754296.0,2.7,0.21523742,3.999169,2.8896232,0.5529081,0.09634733,95.17736235304918,97.6169619350838
5912,Senegal,SEN,1994,8417001.0,3.0,0.21543168,3.9873822,2.8852968,0.55289215,0.09559199,94.88651237429998,98.65573834737404
5913,Senegal,SEN,1994,8417001.0,3.0,0.21543168,3.9873822,2.8852968,0.55289215,0.09559199,96.28340669637406,98.40414843180235
